label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
Hello,0.2580208480358124,0.7674858570098877,0.3387373387813568,0.7294986248016357,0.4042540490627289,0.6469193696975708,0.44654303789138794,0.5680584907531738,0.48197388648986816,0.5101251006126404,0.3532469570636749,0.4918677508831024,0.3757973611354828,0.3803060054779053,0.38537129759788513,0.31097519397735596,0.3918141722679138,0.25089865922927856,0.3044143617153168,0.47411274909973145,0.31745144724845886,0.3496752679347992,0.32542654871940613,0.26867759227752686,0.33093753457069397,0.2012125551700592,0.25622987747192383,0.48347073793411255,0.25419050455093384,0.36280444264411926,0.2544410228729248,0.2839246392250061,0.2558911442756653,0.216403067111969,0.20726054906845093,0.5143204927444458,0.18316027522087097,0.42366263270378113,0.16696445643901825,0.3594198524951935,0.15524445474147797,0.29662567377090454
Hello,0.27986377477645874,0.7619476914405823,0.35981127619743347,0.7261630296707153,0.4254409074783325,0.6460619568824768,0.46746015548706055,0.5715274810791016,0.5005289912223816,0.516733705997467,0.37907761335372925,0.49406468868255615,0.40278083086013794,0.3863714635372162,0.41411370038986206,0.3189179003238678,0.42293891310691833,0.2599528729915619,0.33239588141441345,0.47566258907318115,0.3474885821342468,0.35631972551345825,0.3579668402671814,0.2772357165813446,0.3667021691799164,0.2106444239616394,0.28575071692466736,0.4829123914241791,0.28828907012939453,0.36640799045562744,0.29273363947868347,0.29001790285110474,0.29839515686035156,0.2245592176914215,0.23742139339447021,0.5100263357162476,0.219120055437088,0.4193485677242279,0.20768405497074127,0.3553304076194763,0.20100358128547668,0.292840838432312
Hello,0.289434015750885,0.7550045251846313,0.36783885955810547,0.7220361232757568,0.4337941110134125,0.6441365480422974,0.47651752829551697,0.5722107291221619,0.5094801783561707,0.5191102027893066,0.390898197889328,0.4941049814224243,0.41513025760650635,0.3885193467140198,0.4269607365131378,0.322795569896698,0.4360240399837494,0.26552626490592957,0.34603020548820496,0.47552254796028137,0.36260735988616943,0.3585008978843689,0.3736034333705902,0.2815514802932739,0.3823688328266144,0.21689406037330627,0.3006768822669983,0.4814796447753906,0.30469435453414917,0.3673281669616699,0.3101562559604645,0.29331672191619873,0.3164310157299042,0.2299378216266632,0.2532650828361511,0.5063193440437317,0.23656663298606873,0.41678157448768616,0.22628732025623322,0.3539544343948364,0.22038370370864868,0.2926638126373291
Hello,0.2966347336769104,0.752704918384552,0.37438657879829407,0.7223491072654724,0.43973657488822937,0.6473096609115601,0.48267069458961487,0.5767174959182739,0.5156220197677612,0.5229781866073608,0.40066367387771606,0.4987563490867615,0.427300363779068,0.3952006697654724,0.44142401218414307,0.3309682011604309,0.4528343677520752,0.27503135800361633,0.35709723830223083,0.47868862748146057,0.3766862452030182,0.3636564612388611,0.3904247581958771,0.2876490354537964,0.4016679525375366,0.22381585836410522,0.31234240531921387,0.48284798860549927,0.3190060555934906,0.3705222010612488,0.3266107141971588,0.2978174090385437,0.33506545424461365,0.2357078492641449,0.2652861475944519,0.50553297996521,0.25005853176116943,0.4170168936252594,0.24088038504123688,0.3548867702484131,0.23603691160678864,0.2942611873149872
Hello,0.29688760638237,0.751181423664093,0.37434646487236023,0.7199416756629944,0.43892425298690796,0.6446338295936584,0.48150312900543213,0.5754345655441284,0.5138762593269348,0.522162914276123,0.39977341890335083,0.4973214566707611,0.4255756437778473,0.39402663707733154,0.43974941968917847,0.3304721415042877,0.4515800476074219,0.2748304605484009,0.3560096323490143,0.47716864943504333,0.37365642189979553,0.3629932999610901,0.3873036205768585,0.2877839207649231,0.3990498185157776,0.2252400815486908,0.3115910291671753,0.481487512588501,0.31729114055633545,0.37014055252075195,0.3256158232688904,0.29842251539230347,0.33490341901779175,0.23724046349525452,0.2654995322227478,0.5046535730361938,0.2500453591346741,0.416553795337677,0.24087336659431458,0.35453271865844727,0.23612284660339355,0.29426097869873047
Hello,0.2946939766407013,0.7478660941123962,0.37099429965019226,0.7163318991661072,0.43535739183425903,0.64107346534729,0.477089524269104,0.5705580115318298,0.5085567235946655,0.5167030692100525,0.39461588859558105,0.4949047565460205,0.41906362771987915,0.39211249351501465,0.43241971731185913,0.3278587758541107,0.44367194175720215,0.2715791165828705,0.3511642515659332,0.47521770000457764,0.3679089844226837,0.361363023519516,0.3807155191898346,0.285910964012146,0.39205843210220337,0.22259366512298584,0.3072459101676941,0.4797583818435669,0.3123641312122345,0.36981499195098877,0.32028716802597046,0.298250675201416,0.3293364346027374,0.23699811100959778,0.26128077507019043,0.5028205513954163,0.24540415406227112,0.41503459215164185,0.23600375652313232,0.3532526195049286,0.23097260296344757,0.29300543665885925
Hello,0.29281026124954224,0.744472861289978,0.3693234622478485,0.7143332958221436,0.43372493982315063,0.6398345232009888,0.4757451117038727,0.5710114240646362,0.5076029300689697,0.5191982984542847,0.39308154582977295,0.4927930533885956,0.4185980558395386,0.39063936471939087,0.43222710490226746,0.3269137740135193,0.4433371424674988,0.27123624086380005,0.35039669275283813,0.4735265076160431,0.3681548535823822,0.3608231544494629,0.38127338886260986,0.28593331575393677,0.39224883913993835,0.22282838821411133,0.3071621060371399,0.47802209854125977,0.3128919005393982,0.36901867389678955,0.320545494556427,0.29756832122802734,0.32877665758132935,0.23611792922019958,0.2619491219520569,0.500632107257843,0.2468191534280777,0.41370540857315063,0.23789045214653015,0.3524921238422394,0.23303952813148499,0.2927122116088867
Hello,0.29548487067222595,0.7474952936172485,0.37178298830986023,0.7198904752731323,0.43695950508117676,0.6490813493728638,0.48008430004119873,0.5821968913078308,0.5129772424697876,0.5321438312530518,0.3991697430610657,0.5016553401947021,0.42745503783226013,0.40151238441467285,0.44228583574295044,0.33921992778778076,0.45376312732696533,0.2848879396915436,0.3565637767314911,0.4807818531990051,0.37633728981018066,0.36819541454315186,0.3894886076450348,0.294575035572052,0.39982274174690247,0.23308730125427246,0.31303638219833374,0.4837740361690521,0.32051974534988403,0.37447839975357056,0.32853081822395325,0.3034723699092865,0.33655861020088196,0.24309447407722473,0.2670615613460541,0.5048319101333618,0.25233641266822815,0.4179881811141968,0.24329981207847595,0.35692912340164185,0.23825544118881226,0.2977604269981384
Hello,0.3071150779724121,0.7338658571243286,0.38308969140052795,0.7081185579299927,0.4477982819080353,0.6454688906669617,0.49056145548820496,0.5844536423683167,0.5241994857788086,0.5405819416046143,0.41165992617607117,0.5001741647720337,0.4422590136528015,0.4074452519416809,0.4584317207336426,0.34925562143325806,0.47096267342567444,0.29854774475097656,0.3694286048412323,0.47717681527137756,0.3902016282081604,0.36783814430236816,0.404369980096817,0.29825153946876526,0.41520956158638,0.23930427432060242,0.3262587785720825,0.47878000140190125,0.32796940207481384,0.3721778988838196,0.3328023850917816,0.30220407247543335,0.33878570795059204,0.24161484837532043,0.2814212143421173,0.49990564584732056,0.26518869400024414,0.41471952199935913,0.2554052174091339,0.35610198974609375,0.2499626725912094,0.2986205220222473
Hello,0.33276882767677307,0.6995134353637695,0.4032004475593567,0.6806790828704834,0.46401870250701904,0.6243463158607483,0.5042034387588501,0.5698376893997192,0.5350820422172546,0.5292397141456604,0.4310241639614105,0.4863250255584717,0.46084076166152954,0.4007148742675781,0.47730210423469543,0.34665077924728394,0.49073541164398193,0.3003530502319336,0.39243844151496887,0.4641064703464508,0.41197770833969116,0.36299118399620056,0.42682281136512756,0.29900693893432617,0.4391179382801056,0.24593156576156616,0.35376736521720886,0.4640931785106659,0.35868513584136963,0.36714327335357666,0.3662620782852173,0.3031392991542816,0.3745453655719757,0.2479139268398285,0.3141554296016693,0.48150068521499634,0.3024687170982361,0.40329885482788086,0.2960875630378723,0.34847843647003174,0.293442964553833,0.2953178286552429
